statuses_count,followers_count,friends_count,favourites_count,listed_count,Target
460,41,183,16,0,1
5250,397,666,2843,0,1
456,28,127,1,2,1
241,21,137,8,0,1
1189,88,87,48,1,1
565,35,139,2,0,1
3177,94,242,7,1,1
164,24,137,3,0,1
112,12,38,111,0,1
33,28,168,64,0,1
2073,180,168,465,1,1
558,111,118,8,0,1
8966,504,570,484,4,1
521,170,455,2,0,1
123,13,129,1,0,1
638,215,318,0,0,1
216,46,47,1,0,1
493,34,99,65,1,1
395,33,97,2,0,1
1424,128,472,285,0,1
1178,41,94,17,1,1
5687,390,558,1046,7,1
85,12,28,0,0,1
285,55,221,10,0,1
221,52,353,8,0,1
127,79,381,18,0,1
45,23,65,2,0,1
752,39,113,0,0,1
1308,93,157,706,0,1
27,152,128,0,0,1
1874,69,57,306,1,1
486,57,170,17,2,1
1065,18,34,198,0,1
204,13,41,0,0,1
136,42,210,127,0,1
10749,262,259,198,1,1
440,114,69,1334,0,1
148,71,165,1,0,1
437,75,117,47,4,1
331,1306,1281,46,4,1
827,161,309,452,0,1
1201,103,182,5,0,1
88,16,121,0,0,1
6378,1531,1991,0,22,1
10320,1031,1109,1611,4,1
114,144,178,0,1,1
273,99,239,11,0,1
611,172,362,140,4,1
150,10,74,1,0,1
2370,114,226,388,1,1
2659,1470,162,69,6,1
6765,147,283,1005,0,1
293,0,109,134,0,1
2959,94,189,4,3,1
24901,330,725,13006,2,1
20023,1812,1846,3807,2,1
1683,323,261,1,3,1
810,50,209,95,0,1
1028,44,81,19,3,1
19,7,31,42,0,1
433,52,233,36,0,1
1539,205,397,36,1,1
2338,259,824,383,0,1
939,114,162,980,1,1
3608,121,203,40,0,1
463,56,217,4,0,1
4447,160,167,3411,1,1
279,96,1027,4,0,1
145,10,23,2,1,1
59,13,59,0,0,1
895,129,396,222,0,1
174,34,109,1,0,1
741,295,499,130,0,1
1581,98,1441,540,0,1
2782,66,358,37,0,1
16343,1503,1998,2793,38,1
107,41,237,1,0,1
612,29,142,32,0,1
352,17,244,0,0,1
1022,227,271,755,1,1
333,21,45,72,0,1
13035,799,728,7127,5,1
5235,406,495,5739,4,1
249,898,1908,9,1,1
39,31,51,4,0,1
1293,299,435,66,2,1
433,39,72,2,2,1
4061,193,936,1634,0,1
85,3,22,4,0,1
1173,670,1340,63,1,1
3411,112,121,628,0,1
456,43,210,6,0,1
166,100,138,1,0,1
942,126,602,71,2,1
563,100,378,0,0,1
1010,91,205,133,0,1
1322,144,227,37,2,1
3103,119,280,89,0,1
97,58,322,70,0,1
98,38,114,0,0,1
479,180,785,69,0,1
801,147,309,85,2,1
3046,67,94,5,2,1
175,29,102,5,0,1
655,32,62,54,0,1
1095,45,52,2,0,1
1014,345,230,1820,4,1
2471,195,659,71,0,1
3627,227,627,253,0,1
1544,61,160,731,0,1
1583,93,228,73,1,1
591,152,188,413,0,1
2168,93,360,757,0,1
1052,171,373,32,1,1
559,181,173,25,2,1
2943,123,148,83,0,1
5091,137,524,148,2,1
2735,88,70,1681,0,1
255,13,167,3,0,1
168,58,253,2,1,1
22,14,27,0,0,1
887,19,51,1,0,1
289,32,112,83,0,1
606,79,364,12,1,1
386,107,99,6,1,1
538,98,245,29,0,1
315,25,31,4,0,1
729,46,288,463,0,1
575,18,100,4,0,1
7902,281,599,13,6,1
575,8,43,99,0,1
1298,81,253,117,1,1
1402,150,179,244,1,1
80,39,63,5,0,1
4359,145,269,646,0,1
80,22,69,21,0,1
1148,92,540,470,0,1
1464,269,992,769,0,1
665,76,274,907,1,1
1669,74,166,60,1,1
162,76,179,58,0,1
322,72,200,0,0,1
100,35,76,3,0,1
919,15,90,3,0,1
8382,1000,1842,1562,6,1
169,13,41,3,0,1
863,243,904,5,1,1
83,58,207,20,0,1
958,277,403,10,1,1
7739,541,276,154,1,1
1387,55,129,56,1,1
500,35,105,2,0,1
229,32,145,6,0,1
7,11,49,0,0,1
1788,28,97,340,0,1
429,21,118,8,0,1
14,2,6,0,0,1
468,5,12,1,0,1
155,45,173,10,0,1
4904,734,808,29,0,1
3340,120,301,5,2,1
5436,150,95,4167,2,1
211,84,402,15,0,1
2538,199,188,473,0,1
768,63,187,261,0,1
968,125,235,325,1,1
456,23,55,0,0,1
9,67,555,2,1,1
152,3,18,0,0,1
1343,41,45,5,0,1
1048,314,659,139,1,1
713,43,77,0,0,1
16,31,207,1,0,1
1041,115,206,52,0,1
20686,1859,1856,1697,1,1
4178,169,322,780,0,1
1277,300,1019,0,1,1
573,46,109,9,0,1
90,10,22,0,0,1
102,25,160,0,0,1
3280,651,912,1712,4,1
190,12,41,12,0,1
147,22,38,1,0,1
5109,246,408,469,0,1
561,423,391,302,2,1
140,6,104,1,0,1
6948,2059,371,492,42,1
726,237,816,144,1,1
2228,48,164,1,1,1
186,40,152,0,0,1
3209,1193,1987,12,8,1
489,276,448,216,0,1
989,34,105,1,1,1
140,198,171,12,3,1
6720,287,671,1597,0,1
325,139,235,185,1,1
9282,646,646,811,4,1
68,31,95,44,0,1
709,248,707,12,2,1
6469,437,606,2913,3,1
1223,70,161,0,0,1
6181,93,161,353,0,1
42,1,69,0,0,1
133,37,108,28,0,1
500,39,41,5,0,1
281,64,157,25,2,1
174,54,112,5,2,1
985,77,229,295,0,1
688,49,186,42,0,1
1088,117,295,12,0,1
364,32,110,16,0,1
465,24,150,133,0,1
1302,253,608,1,1,1
109,60,168,12,0,1
794,105,480,0,1,1
130,30,127,148,0,1
226,40,114,45,0,1
1923,1798,1876,37,5,1
579,21,18,2,0,1
7074,471,759,6102,4,1
409,74,122,0,0,1
877,99,715,15,0,1
1601,298,399,876,5,1
540,35,89,51,0,1
632,31,99,203,0,1
118,15,71,1,0,1
844,149,121,67,1,1
65,12,111,0,0,1
242,27,128,119,0,1
1912,34,194,8,0,1
14010,1192,1088,1965,14,1
98,22,119,2,0,1
340,64,94,6,0,1
30,28,88,0,0,1
83,34,133,5,0,1
705,1110,991,287,8,1
2179,481,745,287,3,1
1634,38,101,34,0,1
700,36,204,9,0,1
676,61,227,169,1,1
20,4,42,2,0,1
215,54,210,2,1,1
1958,142,203,1247,3,1
188,204,610,3,0,1
4170,1780,1697,483,24,1
1529,70,121,490,0,1
462,92,627,128,0,1
16776,410,516,2338,5,1
5339,253,181,3872,0,1
320,29,31,0,0,1
106,45,167,0,0,1
103,19,52,0,0,1
85,6,80,42,0,1
166,60,284,9,0,1
4855,893,2000,102,2,1
22,51,177,0,0,1
6573,271,280,1143,4,1
550,50,195,22,0,1
619,54,93,639,1,1
486,26,159,1,0,1
169,30,56,21,0,1
1127,93,172,42,1,1
5025,190,164,243,1,1
1726,92,97,707,0,1
1587,312,1200,2,1,1
37,20,142,4,0,1
419,21,116,22,0,1
360,44,102,1,0,1
778,50,67,6,0,1
1153,129,156,81,1,1
74,20,37,0,0,1
2551,180,637,187,1,1
1568,705,1249,489,1,1
919,82,371,264,0,1
3412,10116,246,198,0,1
325,175,149,2,4,1
9717,546,646,1543,2,1
1367,404,1015,2,4,1
682,39,124,12,0,1
2576,63,83,448,1,1
1288,241,663,94,1,1
73,7,18,1,0,1
4898,1498,1478,670,9,1
113,104,369,0,1,1
2492,490,567,17,2,1
2711,160,292,1128,0,1
1105,422,463,1015,3,1
228,23,85,258,0,1
106,3,10,0,0,1
56,62,414,1,0,1
6016,430,503,795,2,1
247,314,278,94,1,1
370,69,143,42,0,1
68,56,533,10,0,1
114,47,87,11,0,1
1396,50,341,5,0,1
154,19,120,17,0,1
5507,1945,195,1,39,1
4112,1113,1304,5155,2,1
120,24,83,16,0,1
421,104,187,20,0,1
116,52,201,4,0,1
389,164,522,169,0,1
1033,181,279,6,8,1
574,112,359,39,0,1
683,67,440,187,0,1
897,17,90,0,0,1
1219,80,169,52,1,1
87,195,335,11,1,1
862,127,266,405,0,1
1393,29,100,31,0,1
292,90,176,62,1,1
29,6,48,0,0,1
32109,1617,1993,6836,4,1
31,9,22,1,0,1
465,13,36,37,0,1
11258,285,512,3274,1,1
185,101,133,22,1,1
296,41,105,5,0,1
609,71,322,38,0,1
7122,564,705,169,5,1
2069,188,725,1095,0,1
1242,717,1092,370,2,1
790,69,220,75,0,1
1906,381,1428,30,0,1
165,132,50,26,0,1
171,50,266,100,0,1
178,48,157,6,0,1
503,546,1224,1,4,1
54,28,126,0,0,1
103,88,229,109,0,1
48,12,66,1,0,1
17,0,35,0,0,1
1651,16,55,5,0,1
6897,766,776,4131,3,1
967,78,142,130,0,1
812,466,911,169,1,1
1391,50,144,104,0,1
45,153,36,1,4,1
621,54,109,94,0,1
1112,87,222,63,0,1
1371,32,143,21,0,1
440,98,770,2,0,1
745,195,554,2,0,1
789,32,68,58,0,1
62,10,58,1,1,1
189,26,91,8,0,1
2227,158,628,331,0,1
1124,166,1440,91,0,1
323,67,319,0,1,1
2414,109,327,67,3,1
439,49,91,64,0,1
147,21,90,0,0,1
672,173,412,170,0,1
1680,110,190,851,2,1
45,15,84,0,0,1
18,8,80,0,0,1
4198,319,298,2720,1,1
51,33,96,1,0,1
21,12,106,0,0,1
4900,171,371,272,0,1
762,71,280,78,0,1
298,37,96,714,1,1
190,76,198,8,0,1
1138,65,115,2,1,1
1373,68,84,86,0,1
825,93,185,10,0,1
571,859,280,28,11,1
948,35,332,201,1,1
19396,915,638,234,11,1
882,147,296,46,5,1
376,86,161,0,1,1
7076,386,736,11277,1,1
1315,71,107,83,0,1
3203,694,886,375,0,1
276,47,188,19,1,1
18470,444,329,5848,8,1
106,230,174,49,0,1
121,175,1187,16,0,1
360,18,65,5,0,1
151,10,32,23,0,1
1473,108,250,7,2,1
209,30,301,6,0,1
343,76,171,290,0,1
243,117,106,26,0,1
260,28,200,61,0,1
10,8,35,0,0,1
1074,31,89,58,0,1
34,72,123,3,0,1
511,82,228,91,2,1
132,26,115,0,0,1
104,11,75,0,0,1
84,9,93,0,0,1
133,32,71,10,0,1
12046,208,267,1356,0,1
736,26,58,7,0,1
2065,473,1391,588,0,1
5036,178,901,1057,1,1
134,34,97,21,0,1
131,79,321,19,1,1
1693,52,154,34,0,1
1688,640,1448,23,1,1
172,17,50,1,0,1
1008,14,36,0,0,1
2236,133,272,953,0,1
101,139,962,41,0,1
42715,3335,3313,44349,31,1
44,2,32,0,0,1
693,101,299,20,0,1
650,18,106,74,0,1
95,14,123,3,0,1
78,57,207,3,0,1
4444,874,797,1,1,1
419,150,341,135,0,1
4759,151,237,4,2,1
11910,1068,880,7280,10,1
236,39,165,620,0,1
186,111,198,0,0,1
349,51,176,98,0,1
232,18,60,3,0,1
767,124,237,1,1,1
2768,5331,285,699,45,1
6752,177,205,97,0,1
2213,162,97,7,1,1
36,17,49,0,0,1
26,8,23,1,0,1
854,37,260,26,0,1
436,41,232,22,2,1
260,56,96,10,2,1
80,30,161,0,0,1
646,137,390,13,1,1
96,26,51,0,0,1
36,16,67,1,1,1
16,9,40,0,0,1
35,5,87,5,0,1
38,10,22,0,0,1
70,22,106,1,0,1
377,83,425,72,0,1
392,23,57,38,1,1
986,77,306,393,0,1
191,13,68,1,0,1
9,8,21,12,0,1
343,11,24,4,0,1
15,17,92,0,0,1
294,179,284,5,0,1
34,10,50,1,1,1
1102,189,164,3,1,1
96,37,135,29,0,1
242,10,63,36,0,1
293,57,53,2,2,1
244,18,40,112,0,1
2312,394,498,906,2,1
3439,474,446,4696,2,1
392,129,335,303,1,1
208,25,91,50,0,1
44,32,55,2,2,1
509,120,100,6,1,1
10,16,124,0,0,1
14,19,50,0,0,1
10,8,42,0,0,1
79,16,75,10,0,1
685,83,249,756,1,1
603,68,122,60,0,1
324,28,208,145,2,1
259,50,76,43,0,1
591,1061,1653,227,2,1
109,274,253,2,13,1
53,8,91,37,0,1
4728,625,580,27,25,1
1585,963,561,1823,0,1
25661,1245,1242,12720,23,1
6514,1289,885,443,14,1
15795,6403,5835,10365,28,1
12826,5109,63,1890,54,1
1365,258,342,3,8,1
49836,1382,1006,387,11,1
19172,4573,831,4845,77,1
194,46,107,6,2,1
5385,308,310,97,6,1
138,105,48,4,2,1
8910,111437,4071,2214,54,1
78338,2800,2406,27726,48,1
428,61,78,8,6,1
1166,354,279,40,2,1
17986,2404,305,9695,35,1
18600,1533,996,4875,17,1
1135,53,77,177,0,1
473,3951,4120,500,12,1
532,212,242,0,0,1
140,27,51,1,0,1
2423,842,38,0,49,1
12197,415,382,116,21,1
4375,521,487,27,2,1
36911,202,133,268,8,1
3329,232,182,261,3,1
70,11,16,0,1,1
1901,61,173,42,1,1
14835,373,874,451,1,1
10954,314,148,149,8,1
2146,76,156,39,1,1
4166,280,536,632,15,1
27096,1057,280,33,13,1
4625,121,256,129,1,1
10043,362,233,56,4,1
22534,715,792,141,2,1
951,47,123,38,1,1
3847,183,132,2345,0,1
22257,495,413,113,1,1
115,16,67,2,0,1
1291,310,341,15,0,1
266,21,50,32,0,1
1502,344,428,110,0,1
7654,154,198,1079,2,1
3074,445,618,501,11,1
23,6,30,4,0,1
5285,170,256,625,1,1
309,280,149,31,7,1
2481,165,175,762,8,1
1346,174,69,3,10,1
3190,105,42,354,0,1
4042,130,154,827,1,1
392,54,72,3,1,1
18611,295,49,1947,0,1
367,40,202,0,0,1
457,70,92,26,0,1
8613,473,373,671,7,1
2740,107,258,39,7,1
42,293,1527,0,6,1
42290,2194,1558,177,100,1
849,90,135,2,0,1
299,82,174,191,2,1
114,17,36,7,0,1
5035,153,221,55,4,1
664,51,38,38,0,1
865,371,300,236,0,1
524,42,40,0,0,1
492,57,83,470,0,1
160,13,23,0,0,1
4681,1206,1650,2235,1,1
25,15,44,7,0,1
27327,973,530,7862,3,1
42,18,18,6,0,1
1487,94,107,332,1,1
285,95,200,80,1,1
34,24,63,4,0,1
9139,1361,142,3906,10,1
69,37,66,31,0,1
423,2,20,0,0,1
597,4,20,0,0,1
59,21,19,13,0,1
17,6,11,0,0,1
62,47,43,0,0,1
10,4,0,0,0,1
323,33,197,1,0,1
49,208,124,14,2,1
66,22,55,0,0,1
4,0,4,3,0,1
3,2,4,0,0,1
2568,351,341,318,2,1
